Incidenct Code;Customer Company Group;Customer Company;Create Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Urgency;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000979377;IBERIA;IBERIA;22.01.18 09:43;22.01.18 09:43;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;D. OPERACIONES (AV0000)
INC000000979378;IBERIA;IBERIA;22.01.18 09:43;22.01.18 09:59;Resolved;Emisora no funciona pantalla.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio pantalla.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979379;IBERIA;IBERIA;22.01.18 09:44;22.01.18 09:59;Resolved;Emisora roto protector de pantalla.;Soporte Radio/Analógico;Network Tower;Network Tower;Baja;4-Baja;Cambio protector de pantalla.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;HARDWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979381;IBERIA;IBERIA;22.01.18 09:53;22.01.18 09:53;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000979383;IBERIA;IBERIA;22.01.18 10:25;22.01.18 10:31;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;Reseteamos contraseña e informamos a usuario;Unidad de Operaciones Ordenadores;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;DESPACHO AVIONES_AG. ADM. (AHMDC01A)
INC000000979384;IBERIA;IBERIA;22.01.18 09:57;22.01.18 14:25;Resolved;Solicita desbloqueo de usuario SAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se ha verificado el usuario y encontramos que éste no se encuentrado dado de alta en SAP, por ello el equipo no ha podido encontrarlo. En ese caso es necesario que el usuario realice una petición para darle de ALTA. Se procede a cerrar la incidencia.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;BCN AEROPUERTO;TMA MECANICA (AMNLB0AC)
INC000000979385;IBERIA;IBERIA;22.01.18 09:54;22.01.18 09:54;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;D. OPERACIONES (AV0000)
INC000000979387;IBERIA;IBERIA;22.01.18 10:03;26.01.18 19:56;Resolved;DAT004: problemas sign-in con cia 5p;IAG SITA Support;EUC;EUC;Baja;4-Baja;"""26/1- Resolution Details: Technician has cleaned the PC from the inside and fixed a PSU Fan Error Issue. Changed CPU Thermal Paste. CHKDSK performed. Tests result OK Hardware details: Make & Model: HP 8200 S/N: CZZC2272HDS Asset Tag: Not available Visit Details: 1 Hour 49 Minutes work and 40 Minutes travel (2018-01-23 14:00:46 to 2018-01-23 15:50:35 UTC) by Sermicro Iberia (on task ITSK0282858): FE OFFSITE 16:50 Technician has cleaned the PC from the inside and fixed a PSU Fan Error Issue. Changed CPU Thermal Paste. CHKDSK performed. Tests result OK 25/1- EU is not available until Friday 26th January. """;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;26.01.18;SOFTWARE FAILURE;;4;TFS AEROPUERTO;PASAJEROS TENERIFE SUR (AHALUSPA)
INC000000979388;IBERIA;IBERIA;22.01.18 10:00;22.01.18 10:00;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000979389;IBERIA;IBERIA;22.01.18 10:35;22.01.18 12:42;Resolved;Auricular de teléfono averiado.;Cabling Maintenance;Network Tower;Network Tower;Baja;4-Baja;RES/RFO: Cambio de rizo telefónico efectuado. Confirmado con cliente mediante llamada.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;TELEPHONY FAILURE;;0;TERMINAL T4;HUB CONTROL_CYD (AHMH00CD)
INC000000979390;IBERIA;IBERIA;22.01.18 10:10;22.01.18 10:10;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000979391;IBERIA;IBERIA;22.01.18 10:20;22.01.18 10:20;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000979392;IBERIA;IBERIA;22.01.18 10:32;22.01.18 13:44;Resolved;Fallo Software: Acceso denegado a AIRBUSWORLD;IAG EUC Support;EUC;EUC;Baja;4-Baja;Se actualiza Java a la versión 6.30 y ya puede entrar en la página de Aibus.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;22.01.18;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;SEN MNG SERVICIOS INGENIE (APXA00)
INC000000979393;IBERIA;IBERIA;22.01.18 10:12;26.01.18 13:19;Resolved;CRM CI: Error al enviar los ficheros de AGL durante el fin de semana, 19/01/2018 exactamente.;Aplicaciones BI;Application Tower;BI;Baja;4-Baja;Se comprueba que los ficheros se habían enviado pero no lo habían hecho al directorio correcto. Se confirma que también se ejecutó la carga mensual y eso podría haber afectado.;Mantenimiento BI;INCIDENT;26.01.18;SOFTWARE FAILURE;APPLICATION ERROR;4;SIN IDENTIFICAR;
INC000000979394;IBERIA;IBERIA;22.01.18 10:14;22.01.18 10:14;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;;
INC000000979395;IBERIA;IBERIA;22.01.18 10:16;22.01.18 10:16;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000979397;IBERIA;IBERIA;22.01.18 10:18;25.01.18 20:50;Resolved;Incidencia en impresora IER da error 3;IAG SITA Support;EUC;EUC;Baja;4-Baja;"""Tech name: Alfonso Guerrero Time/Date on site: 01/23/2018 11:00:00 UTC Time/Date off site: 01/23/2018 11:30:00 UTC Work done: Configure printer as BTP IB release person: Mar Guerrero""";Unidad de Instalaciones y Telecomunicaciones;INCIDENT;25.01.18;PRINTING FAILURE;;3;GRX AEROPUERTO;PASAJEROS GRANADA (AHARR0PA)
INC000000979400;IBERIA;IBERIA;22.01.18 10:43;22.01.18 10:43;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;TERMINAL T4;U.A.C._INC.EQ.PAX_AG.ADM. (AHMDS06A)
INC000000979403;IBERIA;IBERIA;22.01.18 10:46;22.01.18 10:46;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000979405;IBERIA;IBERIA;22.01.18 11:01;22.01.18 11:01;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;22.01.18;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000979406;IBERIA;IBERIA;22.01.18 10:58;22.01.18 12:02;Resolved;Fallo WEVIL: No nos están entrando automáticamente calzos llegada y salidas avos;AIRPORT2;Application Tower;Aeropuertos;Media;3-Medio;Se habla con la usuaria, en el momento de hablar ya está restablecida la información de calzos. Se acuerda bajar la incidencia de prioridad, y en caso de que vuelva a suceder, contactarán con nosotros. Se cierra la incidencia;Mantenimiento Aeropuertos;INCIDENT;22.01.18;SOFTWARE FAILURE;;0;BCN AEROPUERTO;MNG. CTROL OPERATIVO Y CO (AHABC0)
INC000000979407;IBERIA;IBERIA;22.01.18 10:56;22.01.18 10:56;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);FLOTA A340 (AVVIL0A0)
INC000000979409;IBERIA;IBERIA;22.01.18 11:01;22.01.18 11:01;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;JEFE EXPLOTACIÓN (AH1001)
INC000000979410;IBERIA;IBERIA;22.01.18 11:00;23.01.18 15:15;Resolved;ELM: No registro alumno interno;PeopleSoft Apps Support;Application Tower;RRHH;Baja;4-Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;23.01.18;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;DIRECCIÓN RR.HH. SERV. AP (3HTA00)
INC000000979412;IBERIA;IBERIA;22.01.18 11:09;;In Progress;GESDOCOM USUARIOS VALIDACIÓN FACTURAS;USCABAM;Application Tower;Cobol Domain;Baja;4-Baja;;Mantenimiento Financiero;INCIDENT;22.01.18;SOFTWARE FAILURE;;10;NEO-MARTINEZ VILLERGAS 49;SM OPER Y SER AL CLI EN A (APSC00)
INC000000979413;IBERIA;IBERIA;22.01.18 11:03;22.01.18 11:03;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000000979414;IBERIA;IBERIA;22.01.18 11:08;26.01.18 08:13;Resolved;Casos pendientes de desmarcar semana 15 enero 2017;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: Anotación a 0 por UPG Impact: Bajo, se puede realizar a lo largo de los días siguientes. Root Cause: Clase no puntuada, se debe de modificar para poder poder anotar. Steps Taken: Actualización en la tabla PAX VOLADOS, PAXITR [estado del cupón] a blancos para quitar la marca de Redención para que se envie la operación de nuevo y se vuelva a procesar.;Mantenimiento COBOL;INCIDENT;26.01.18;DATA ISSUE;;4;SIN IDENTIFICAR;
INC000000979415;IBERIA;IBERIA;22.01.18 11:04;22.01.18 15:22;Resolved;Escalado Job: Mail message from CONTROL-M: 0002yfw1 Ha fallado el job I32O000 en zlc , avisar en hor;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: Fallo I32O000 Impact: Medio Root Cause: Falta información en BBDD Steps Taken: Se inserta la información necesaria en la BBDD y se relanza el proceso terminando OK;Mantenimiento COBOL;INCIDENT;22.01.18;PROCESS FAILURE;BATCH;0;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000979416;IBERIA;IBERIA;22.01.18 11:05;22.01.18 11:05;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;U.A.C._INC.PASAJ._AG.ADM. (AHMDS07A)
INC000000979418;IBERIA;IBERIA;22.01.18 11:07;22.01.18 11:07;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;ASIST.AVION_CYD_S.AUX. (AHMDR03X)
INC000000979419;IBERIA;IBERIA;22.01.18 11:54;22.01.18 11:54;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TALLER MOTORES;TALLER HOHEYCOMB (AMITP0CH)
INC000000979420;IBERIA EXPRESS;IBERIA EXPRESS;22.01.18 11:21;22.01.18 11:20;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;22.01.18;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000979421;IBERIA;IBERIA;22.01.18 11:19;;Pending;OSB-PROD: Error en Interfaz IBCOM - SAP;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;4-Baja;1/24/2018 7:38:58 PM, NIIT.averma, In order to proceed further in the investigation, please specify for which file from IB.COM we are getting this issue and what exactly this file is used for. Also provide the file which is mentioned in the attached email of the incident.;MANTENIMIENTO IB.COM;INCIDENT;25.01.18;SOFTWARE FAILURE;;10;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPORTE DE APLICACIO (ASXAG1)
INC000000979422;IBERIA;IBERIA;22.01.18 11:32;25.01.18 14:27;Resolved;Error message in remedy;Remedy /BMC Support;Application Tower;HerramientasIT;Baja;4-Baja;License provided to user profile.;Mantenimiento Herramientas IT & DBAs;INCIDENT;25.01.18;SOFTWARE FAILURE;;3;SIN IDENTIFICAR;
INC000000979423;IBERIA;IBERIA;22.01.18 11:24;22.01.18 15:29;Resolved;Fichero LDMPAX con datos del día 19 de Enero 2018;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;4-Baja;Análisis de impacto: No aplica. Acciones realizadas: Se rescata el fichero y se envía a la usuaria por correo que confirma que está correcto. Pruebas realizadas: No aplica.;Mantenimiento Operaciones;INCIDENT;22.01.18;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979424;IBERIA;IBERIA;22.01.18 11:25;23.01.18 13:32;Resolved;revisar pc, posible fallo en versión JAVA, no se puede visualizar aplicación EPYR;IAG EUC Remote Support;EUC;EUC;Baja;4-Baja;We connected to the user machine in remote and installed the java 6.0.29. Now the issue has been resolved. Hence we are closing this ticket with user confirmation.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;SOFTWARE FAILURE;PC SOFTWARE;1;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MANAGER OPERACIONES CP (ASXA00CP)
INC000000979425;IBERIA;IBERIA;22.01.18 11:17;;In Progress;AMO001 - las reservas generadas en SAP por HARD TIME(ordenes 62XXXX) no tienen;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;4-Baja;;Mantenimiento Operaciones;INCIDENT;29.01.18;SOFTWARE FAILURE;;10;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG. MATERIAL OPS (AMICT0)
INC000000979426;IBERIA;IBERIA;22.01.18 12:02;22.01.18 13:19;Resolved;Incidencia OIM PRE - error con reseteos en OIM de Preproducción;OAM/OIM/OVD/OIF/OSB Support;Application Tower;HerramientasIT;Baja;4-Baja;[S-OIM] Llamamos usuaria y ya le funciona.;Mantenimiento Herramientas IT & DBAs;INCIDENT;22.01.18;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000979427;IBERIA;IBERIA;22.01.18 11:27;22.01.18 11:27;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;EDIF.103 - HANGAR 1;MNG. PROGRAMACIÓN REVISIO (AMNB01)
INC000000979428;IBERIA;IBERIA;22.01.18 11:24;25.01.18 09:15;Resolved;[PORTAL EMPLEADO]Problemas para realizar reserva de billete free;JAVA Apps Support;Application Tower;RRHH;Baja;4-Baja;User didn't respond after 3 reminders.;Mantenimiento Corporativa y RRHH;INCIDENT;25.01.18;SOFTWARE FAILURE;APPLICATION ERROR;3;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA CM RADIO (ABRW00)
INC000000979430;IBERIA;IBERIA;22.01.18 11:47;22.01.18 11:47;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;22.01.18;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000979432;IBERIA;IBERIA;22.01.18 11:33;22.01.18 11:33;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TALLER MOTORES;TALLER HOHEYCOMB (AMITP0CH)
INC000000979434;IBERIA;IBERIA;22.01.18 11:43;22.01.18 19:03;Resolved;problemas con el cortafuergos del ordenador que estan bloquando las aplicaciones de office;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Buenas tardes, Procedemos a cerrar esta incidencia y a tratar el caso como una petición con el numero de referencia REQ000000774761 Saludos,;Unidad Control del Servicio;INCIDENT;22.01.18;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;MANAGER SERVICIO TIERRA (BCLTS0)
INC000000979435;IBERIA;IBERIA;22.01.18 11:39;22.01.18 12:45;Resolved;Some of the nodes of the application COM041 have not disk space for the log files in Production.;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;4-Baja;Issue: COM041 server disk and service check. Impact: Low Resolution: Checked and monitored the services.;MANTENIMIENTO IB.COM;INCIDENT;22.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000979440;IBERIA;IBERIA;22.01.18 13:13;22.01.18 13:13;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);FLOTA A340 (AVVIL0A0)
INC000000979443;IBERIA;IBERIA;22.01.18 11:53;22.01.18 11:53;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;TERMINAL T4;HUB CONTROL_CYD (AHMH00CD)
INC000000979444;IBERIA;IBERIA;22.01.18 14:07;24.01.18 07:17;Resolved;Problemas con IBLEARNING;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Desde Iblearning indican: Buenos días, Ya se ha solucionado la incidencia, por favor que intente acceder de nuevo. Un saludo;Unidad Control del Servicio;INCIDENT;24.01.18;COMMUNICATIONS FAILURE;CONFIGURATION ERROR;2;TERMINAL T4;ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000000979445;IAG CARGO;IAG CARGO;22.01.18 12:06;;Assigned;Outlook no puede acceder;Mobiles;Network Tower;Network Tower;Media;3-Medio;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;31.01.18;SOFTWARE FAILURE;;10;SIN IDENTIFICAR (MADRID BARAJAS);
INC000000979446;IBERIA;IBERIA;22.01.18 12:03;23.01.18 08:47;Resolved;T4 Sotano - A0PP021003238 - Atascos;Soporte KONIKA/MINOLTA;KONICA;EUC;Baja;4-Baja;Ok;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;23.01.18;PRINTING FAILURE;;1;TERMINAL T4;DAMB_SECRETARIA_ADMTVO (AHM0000A)
INC000000979447;IBERIA;IBERIA;22.01.18 12:04;22.01.18 12:04;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000979448;IBERIA;IBERIA;22.01.18 12:26;22.01.18 16:51;Resolved;Optimizaciones On Demand OD PROS encoladas;NIIT_MTO_GESING;Application Tower;REVENUE MANAGEMENT;Media;3-Medio;La incidencia está realizacionada con un bloquueo de Base de datos. se abre incidencia al DPTO de BBDD para que investiguen a que se debe este bloqueo.;Mantenimiento Pasaje;INCIDENT;22.01.18;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;MANAGER SIST GESTION INGR (ACRS00)
INC000000979449;IBERIA;IBERIA;22.01.18 12:15;22.01.18 12:15;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000979450;IBERIA;IBERIA;22.01.18 12:39;22.01.18 12:39;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le reinicia al usuario la contraseña siguiendo el proceso de seguridad, mediante retrollamada.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;;
INC000000979451;IBERIA;IBERIA;22.01.18 10:20;22.01.18 10:20;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;22.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000979452;IBERIA;IBERIA;22.01.18 10:18;24.01.18 17:15;Resolved;Cable de teléfono fijo averiado.;Cabling Maintenance;Network Tower;Network Tower;Baja;4-Baja;[BT] Se realiza cambio de terminal, se informa sobre las gestiones realizadas;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;24.01.18;TELEPHONY FAILURE;;2;TERMINAL T4;PERSONAL_GEST. EMPLEO (AHMP00PE)
